Gene	ID	Count
AGAP1	306	119
AGAP2	307	14
AGAP3	308	53
AGBL1	309	17
AGBL3	310	5
AGBL5	311	9
AGER	312	4
AGFG1	313	28
AGFG2	314	26
AGGF1	315	12
AGK	316	22
AGL	317	3
AGMAT	318	5
AGPAT1	319	6
AGPAT2	320	11
AGPAT3	321	26
AGPAT4	322	43
AGPAT5	323	19
AGPAT6	324	20
AGPAT9	325	39
AGPHD1	326	4
AGPS	327	13
AGRN	328	34
AGRP	329	2
AGT	330	6
AGTPBP1	331	20
AGTRAP	332	24
AGXT	333	12
AGXT2	334	5
AGXT2L1	335	6
AGXT2L2	336	13
AHCTF1	337	7
AHCY	338	19
AHCYL1	339	7
AHCYL2	340	42
AHDC1	341	7
AHI1	342	23
AHNAK	343	4
AHNAK2	344	6
AHR	345	15
AHRR	346	45
AHSA1	347	1
AHSA2	348	6
AHSG	349	3
AHSP	350	8
AICDA	351	10
AIDA	352	10
AIF1	353	17
AIF1L	354	5
AIFM1	355	12
AIFM2	356	19
AIFM3	357	136
AIM1L	358	12
AIMP1	359	12
AIMP2	360	11
AIP	361	13
AIPL1	362	7
AIRE	363	10
AJAP1	364	29
AK1	365	7
AK2	366	6
AK3L1	367	30
AK5	368	7
AK6	369	2
AK7	370	9
AKAP1	371	27
AKAP10	372	2
AKAP12	373	18
AKAP13	374	57
AKAP3	375	16
AKAP5	376	5
AKAP6	377	27
AKAP7	378	17
AKAP8	379	1
AKAP8L	380	37
AKIP1	381	4
AKIRIN1	382	5
AKIRIN2	383	6
AKNA	384	26
AKNAD1	385	4
AKR1A1	386	4
AKR1B1	387	5
AKR1D1	388	19
AKR1E2	389	6
AKR7A2	390	4
AKR7A3	391	9
AKT1	392	3
AKT1S1	393	15
AKT2	394	32
AKT3	395	20
AKTIP	396	6
ALAD	397	6
ALAS1	398	7
ALCAM	399	7
ALDH16A1	400	7
ALDH18A1	401	22
ALDH1A2	402	9
ALDH1A3	403	30
ALDH1B1	404	4
ALDH1L1	405	20
ALDH1L2	406	8
ALDH2	407	13
ALDH3A1	408	7
ALDH3A2	409	1
ALDH3B1	410	18
ALDH4A1	411	26
ALDH5A1	412	8
ALDH6A1	413	4
ALDH7A1	414	4
ALDH8A1	415	6
ALDH9A1	416	9
ALDOA	417	6
ALDOB	418	9
ALDOC	419	5
ALG1	420	20
ALG10	421	4
ALG11	422	8
ALG12	423	12
ALG14	424	9
ALG2	425	6
ALG3	426	12
ALG5	427	4
ALG6	428	6
ALG8	429	8
ALG9	430	37
ALK	431	31
ALKBH1	432	2
ALKBH2	433	8
ALKBH3	434	15
ALKBH4	435	7
ALKBH5	436	7
ALKBH6	437	6
ALKBH7	438	1
ALKBH8	439	13
ALLC	440	12
ALMS1	441	27
ALOX12	442	23
ALOX12B	443	3
ALOX12E	444	3
ALOX15	445	3
ALOX15B	446	4
ALOX5	447	13
ALPI	448	13
ALPK1	449	13
ALPK2	450	36
ALPL	451	21
ALS2CL	452	8
ALS2CR11	453	6
ALS2CR13	454	16
ALS2CR4	455	4
ALS2CR8	456	9
ALX1	457	13
ALX3	458	9
ALX4	459	42
AMAC1L3	460	10
AMACR	461	7
AMBRA1	462	48
AMD1	463	7
AMDHD1	464	5
AMDHD2	465	7
AMFR	466	14
AMH	467	7
AMIGO1	468	5
AMIGO2	469	3
AMIGO3	470	7
AMN	471	8
AMN1	472	7
AMOT	473	1
AMOTL1	474	34
AMOTL2	475	21
AMPD2	476	9
AMPD3	477	11
AMPH	478	17
AMT	479	11
AMTN	480	4
AMY2A	481	5
AMZ1	482	11
AMZ2	483	4
ANAPC1	484	11
ANAPC10	485	20
ANAPC11	486	4
ANAPC13	487	2
ANAPC4	488	16
ANAPC5	489	4
ANAPC7	490	5
ANG	491	9
ANG2	492	9
ANGEL1	493	11
ANGEL2	494	7
ANGPT1	495	19
ANGPT2	496	35
ANGPT4	497	12
ANGPTL1	498	2
ANGPTL2	499	26
ANGPTL3	500	7
ANGPTL4	501	5
ANGPTL5	502	1
ANGPTL6	503	11
ANGPTL7	504	18
ANK1	505	92
ANK2	506	23
ANK3	507	10
ANKFY1	508	16
ANKH	509	39
ANKIB1	510	3
ANKLE1	511	4
ANKLE2	512	2
ANKMY1	513	25
ANKMY2	514	8
ANKRA2	515	3
ANKRD1	516	10
ANKRD10	517	28
ANKRD11	518	16
ANKRD13A	519	32
ANKRD13B	520	12
ANKRD13C	521	2
ANKRD13D	522	7
ANKRD16	523	13
ANKRD17	524	7
ANKRD24	525	20
ANKRD26	526	3
ANKRD27	527	29
ANKRD28	528	21
ANKRD29	529	13
ANKRD31	530	29
ANKRD32	531	17
ANKRD33	532	43
ANKRD33B	533	18
ANKRD34A	534	9
ANKRD34C	535	7
ANKRD35	536	23
ANKRD37	537	5
ANKRD39	538	14
ANKRD40	539	9
ANKRD43	540	3
ANKRD44	541	38
ANKRD46	542	5
ANKRD5	543	9
ANKRD50	544	11
ANKRD52	545	6
ANKRD53	546	8
ANKRD54	547	11
ANKRD58	548	5
ANKRD6	549	12
ANKRD60	550	14
ANKRD61	551	11
ANKRD9	552	5
ANKS1A	553	58
ANKS1B	554	40
ANKS3	555	20
ANKS4B	556	4
ANKS6	557	5
ANKZF1	558	7
ANO1	559	84
ANO10	560	41
ANO2	561	71
ANO3	562	9
ANO4	563	17
ANO5	564	6
ANO6	565	24
ANO8	566	13
ANO9	567	9
ANP32A	568	43
ANP32B	569	14
ANP32E	570	5
ANTXR1	571	16
ANTXR2	572	10
ANUBL1	573	14
ANXA10	574	6
ANXA11	575	17
ANXA2	576	27
ANXA3	577	34
ANXA4	578	18
ANXA5	579	17
ANXA6	580	17
ANXA7	581	13
ANXA9	582	8
AOAH	583	17
AOX1	584	15
AP1AR	585	3
AP1B1	586	52
AP1G1	587	8
AP1G2	588	8
AP1M1	589	23
AP1M2	590	5
AP1S1	591	3
AP1S2	592	57
AP1S3	593	6
AP2A1	594	23
AP2A2	595	43
AP2B1	596	19
AP2M1	597	9
AP2S1	598	8
AP3B1	599	28
AP3D1	600	13
AP3M1	601	3
AP3M2	602	17
AP3S1	603	4
AP3S2	604	6
AP4B1	605	11
AP4E1	606	3
AP4M1	607	5
AP4S1	608	8
APAF1	609	18
APBA1	610	20
APBA2	611	24
APBA3	612	20
APBB1	613	11
APBB1IP	614	15
APBB2	615	80
APBB3	616	7
APC2	617	18
APCDD1	618	21
APCDD1L	619	24
APEG3	620	7
APEH	621	11
APEX1	622	5
APEX2	623	5
APH1A	624	6
APH1B	625	4
API5	626	6
APIP	627	12
APITD1	628	2
APLF	629	18
APLN	630	6
APLNR	631	5
APLP1	632	6
APLP2	633	43
APMAP	634	38
APOA1BP	635	9
APOA4	636	3
APOA5	637	3
APOB	638	31
APOC2	639	7
ApoC3	640	2
APOC4	641	6
APOE	642	6
APOF	643	12
APOH	644	2
APOL3	645	11
APOLD1	646	10
APOM	647	6
APP	648	42
APPBP2	649	11
APPL1	650	26
APPL2	651	13
APR3	652	10
APRT	653	3
APTX	654	8
AQP1	655	10
AQP11	656	5
AQP2	657	3
AQP3	658	10
AQP5	659	5
AQP6	660	5
AQP7	661	2
AQP8	662	6
AQP9	663	20
AQR	664	15
AR	665	7
ARAF	666	17
ARAP1	667	28
ARAP2	668	16
ARC	669	3
ARCN1	670	19
AREG	671	6
ARF1	672	17
ARF3	673	7
ARF4	674	7
ARF5	675	8
ARF6	676	3
ARFGAP2	677	18
ARFGAP3	678	48
ARFGEF1	679	46
ARFGEF2	680	28
ARFIP1	681	13
ARFIP2	682	10
ARFRP1	683	7
ARG2	684	21
ARGLU1	685	3
ARHGAP1	686	15
ARHGAP10	687	81
ARHGAP11A	688	4
ARHGAP12	689	21
ARHGAP15	690	16
ARHGAP17	691	28
ARHGAP18	692	14
ARHGAP19	693	5
ARHGAP20	694	7
ARHGAP21	695	17
ARHGAP22	696	87
ARHGAP23	697	14
ARHGAP24	698	11
ARHGAP25	699	13
ARHGAP26	700	51
ARHGAP27	701	3
ARHGAP28	702	14
ARHGAP29	703	10
ARHGAP30	704	3
ARHGAP4	705	8
ARHGAP5	706	11
ARHGAP6	707	5
ARHGAP9	708	6
ARHGDIA	709	6
ARHGDIB	710	6
ARHGDIG	711	6
ARHGEF1	712	12
ARHGEF10	713	72
ARHGEF10L	714	156
ARHGEF11	715	17
ARHGEF15	716	1
ARHGEF16	717	6
ARHGEF18	718	25
ARHGEF19	719	8
ARHGEF2	720	24
ARHGEF3	721	20
ARHGEF4	722	3
ARHGEF5	723	13
ARHGEF6	724	4
ARHGEF7	725	131
ARHGEF9	726	5
ARID1A	727	39
ARID1B	728	57
ARID2	729	34
ARID3A	730	26
ARID3B	731	27
ARID3C	732	16
ARID4A	733	5
ARID4B	734	4
ARID5A	735	15
ARID5B	736	27
ARIH1	737	14
ARIH2	738	29
ARL1	739	4
ARL10	740	3
ARL11	741	4
ARL13B	742	11
ARL15	743	45
ARL16	744	2
ARL2	745	5
ARL2BP	746	4
ARL3	747	5
ARL4A	748	5
ARL4C	749	2
ARL4D	750	6
ARL5A	751	5
ARL5B	752	3
ARL6	753	10
ARL6IP1	754	7
ARL6IP4	755	7
ARL6IP5	756	10
ARL6IP6	757	10
ARL8B	758	6
ARL9	759	4
ARMC1	760	10
ARMC10	761	15
ARMC2	762	13
ARMC3	763	8
ARMC4	764	14
ARMC5	765	15
ARMC6	766	19
ARMC7	767	14
ARMC8	768	23
ARMC9	769	26
ARMCX2	770	5
ARMCX3	771	7
ARMCX6	772	4
ARNT2	773	29
ARNTL	774	20
ARNTL2	775	22
ARPC1A	776	18
ARPC1B	777	24
ARPC2	778	7
ARPC3	779	5
ARPC4	780	4
ARPC5	781	9
ARPC5L	782	14
ARPM1	783	8
ARPP19	784	2
ARR3	785	4
ARRB1	786	42
ARRB2	787	12
ARRDC1	788	7
ARRDC2	789	9
ARRDC3	790	4
ARRDC4	791	12
ARRDC5	792	12
ARSA	793	6
ARSB	794	12
ARSD	795	14
ARSE	796	7
ARSG	797	23
ARSI	798	10
ARSJ	799	14
ARSK	800	16
ART1	801	1
ART3	802	17
ARV1	803	6
ARVCF	804	2
AS3MT	805	2
ASAH1	806	4
ASAM	807	31
ASAP1	808	83
ASAP2	809	61
ASAP3	810	20
ASB1	811	37
ASB10	812	12
ASB11	813	8
ASB13	814	15
ASB16	815	3
ASB18	816	38
ASB2	817	28
ASB3	818	16
ASB4	819	26
ASB5	820	3
ASB6	821	5
ASB7	822	11
ASB8	823	14
ASCC1	824	15
ASCC2	825	34
ASCC3	826	14
ASCL1	827	7
ASCL2	828	9
ASCL4	829	6
ASF1A	830	8
ASF1B	831	17
ASGR2	832	19
ASH1L	833	16
ASH2L	834	19
ASIP	835	7
ASL	836	13
ASMTL	837	4
ASNA1	838	15
ASNS	839	17
ASNSD1	840	5
ASPA	841	2
ASPDH	842	5
ASPG	843	10
ASPH	844	11
ASPHD1	845	3
ASPHD2	846	23
ASPM	847	21
ASPN	848	8
ASPSCR1	849	2
ASRGL1	850	2
ASS1	851	24
ASTE1	852	8
ASTL	853	15
ASTN1	854	29
ASTN2	855	182
ASXL1	856	24
ASXL2	857	15
ASXL3	858	11
ASZ1	859	6
ATAD1	860	5
ATAD2	861	4
ATAD3B	862	15
ATAD5	863	10
ATCAY	864	20
ATE1	865	37
ATF1	866	20
ATF2	867	14
ATF3	868	9
ATF4	869	8
ATF5	870	10
ATF6	871	23
ATF6B	872	6
ATF7	873	23
ATF7IP2	874	2
ATG10	875	32
ATG101	876	12
ATG12	877	4
ATG13	878	11
ATG16L1	879	45
ATG16L2	880	12
ATG2A	881	13
ATG2B	882	8
ATG3	883	6
ATG4A	884	10
ATG4B	885	20
ATG4D	886	5
ATG5	887	6
ATG7	888	102
ATG9A	889	11
ATG9B	890	11
ATHL1	891	2
ATIC	892	4
ATL1	893	17
ATL3	894	13
ATMIN	895	6
ATN1	896	11
ATOH1	897	8
ATOH7	898	2
ATOH8	899	14
ATOX1	900	12
ATP10A	901	3
ATP10D	902	7
ATP11A	903	83
ATP11B	904	4
ATP11C	905	17
ATP12A	906	16
ATP13A1	907	3
ATP13A2	908	19
ATP13A5	909	13
ATP1A1	910	37
ATP1A3	911	8
ATP1A4	912	10
ATP1B1	913	6
ATP1B2	914	2
ATP1B3	915	22
ATP2A1	916	4
ATP2A2	917	40
ATP2A3	918	14
ATP2B1	919	23
ATP2B3	920	22
ATP2B4	921	144
ATP2C1	922	8
ATP2C2	923	61
ATP4A	924	16
ATP4B	925	14
ATP5A1	926	9
ATP5B	927	5
ATP5C1	928	14
ATP5D	929	8
ATP5E	930	5
ATP5F1	931	4
ATP5G1	932	7
ATP5G2	933	5
ATP5G3	934	10
ATP5H	935	1
ATP5I	936	1
ATP5J	937	6
ATP5J2	938	7
ATP5L	939	6
ATP5O	940	23
ATP5S	941	2
ATP6AP1	942	12
ATP6V0A1	943	8
ATP6V0A2	944	11
ATP6V0A4	945	17
ATP6V0B	946	4
ATP6V0C	947	8
ATP6V0D1	948	7
ATP6V0D2	949	16
ATP6V0E1	950	7
ATP6V0E2	951	7
ATP6V1A	952	3
ATP6V1B1	953	10
ATP6V1B2	954	8
ATP6V1C1	955	9
ATP6V1C2	956	20
ATP6V1D	957	12
ATP6V1E1	958	22
ATP6V1F	959	13
ATP6V1G1	960	9
ATP6V1G2	961	6
ATP6V1H	962	15
ATP7A	963	9
ATP7B	964	32
ATP8A1	965	34
ATP8A2	966	84
ATP8B1	967	26
ATP8B2	968	20
ATP8B3	969	10
ATP8B4	970	8
ATP9B	971	63
ATPAF1	972	8
ATPAF2	973	3
ATPBD4	974	13
ATPGD1	975	10
ATPIF1	976	9
ATR	977	24
ATRIP	978	11
ATRN	979	21
ATRNL1	980	51
ATRX	981	6
ATXN1	982	24
ATXN10	983	69
ATXN1L	984	11
ATXN2	985	7
ATXN2L	986	6
ATXN3	987	11
ATXN7	988	50
ATXN7L1	989	83
ATXN7L2	990	15
ATXN7L3	991	7
AUH	992	28
AUP1	993	2
AURKA	994	12
AURKAIP1	995	3
AURKB	996	1
AURKC	997	3
AUTS2	998	29
AVIL	999	25
AVL9	1000	5
AVP	1001	7
AVPI1	1002	15
AVPR1A	1003	9
AVPR1B	1004	7
AVPR2	1005	4
AXIN1	1006	41
AXIN2	1007	24
AXL	1008	11
AZGP1	1009	2
AZI1	1010	6
AZI2	1011	13
AZIN1	1012	11
B2M	1013	14
B3GALNT1	1014	8
B3GALNT2	1015	6
B3GALT2	1016	2
B3GALT4	1017	5
B3GALT5	1018	9
B3GALT6	1019	1
B3GALTL	1020	11
B3GAT1	1021	7
B3GAT2	1022	23
B3GAT3	1023	7
B3GNT2	1024	41
B3GNT3	1025	16
B3GNT4	1026	7
B3GNT5	1027	18
B3GNT6	1028	6
B3GNT7	1029	11
B3GNT8	1030	4
B3GNT9	1031	10
B3GNTL1	1032	22
B4GALNT1	1033	13
B4GALNT2	1034	11
B4GALNT3	1035	24
B4GALT1	1036	10
B4GALT2	1037	13
B4GALT3	1038	6
B4GALT4	1039	3
B4GALT5	1040	21
B4GALT6	1041	11
B4GALT7	1042	5
B9D1	1043	4
B9D2	1044	6
BAALC	1045	6
BACE1	1046	19
BACE2	1047	6
BACH1	1048	15
BACH2	1049	8
BAD	1050	11
BAG1	1051	31
BAG2	1052	12
BAG3	1053	31
BAG4	1054	25
BAG5	1055	9
BAHCC1	1056	17
BAHD1	1057	15
BAI1	1058	28
BAI3	1059	38
BAIAP2	1060	27
BAIAP2L2	1061	6
BAK1	1062	8
BAMBI	1063	7
BANF1	1064	9
BANF2	1065	2
BANP	1066	65
BAP1	1067	10
BARD1	1068	20
BARHL1	1069	19
BARHL2	1070	14
BARX2	1071	4
BASP1	1072	35
BAT1	1073	14
BAT2	1074	10
BAT2L1	1075	32
BAT2L2	1076	13
BAT3	1077	7
BAT4	1078	7
BAT5	1079	9
BATF	1080	11
BATF3	1081	4
BAX	1082	4
BAZ1B	1083	24
BAZ2A	1084	18
BAZ2B	1085	14
BBS10	1086	4
BBS12	1087	3
BBS2	1088	11
BBS4	1089	37
BBS5	1090	2
BBS7	1091	9
BBS9	1092	24
BBX	1093	30
BCAM	1094	5
BCAN	1095	14
BCAP29	1096	10
BCAP31	1097	7
BCAR1	1098	18
BCAR3	1099	74
BCAR4	1100	1
BCAS1	1101	21
BCAS2	1102	3
BCAS3	1103	45
BCAS4	1104	52
BCAT1	1105	20
BCAT2	1106	13
BCCIP	1107	3
BCDIN3D	1108	6
BCKDHA	1109	16
BCKDHB	1110	33
BCKDK	1111	12
BCL10	1112	5
BCL11A	1113	22
BCL11B	1114	52
BCL2	1115	159
BCL2L1	1116	6
BCL2L11	1117	11
BCL2L12	1118	12
BCL2L13	1119	30
BCL2L2	1120	2
BCL3	1121	14
BCL6	1122	12
BCL6B	1123	15
BCL7A	1124	6
BCL7B	1125	8
BCL7C	1126	5
BCL9L	1127	9
BCLAF1	1128	7
BCMO1	1129	17
BCNT2	1130	6
BCOR	1131	17
BCORL1	1132	34
BCR	1133	77
BCS1L	1134	7
BDH1	1135	14
BDH2	1136	6
BDKRB1	1137	9
BDKRB2	1138	13
BDNF	1139	13
BDP1	1140	9
BECN1	1141	3
BEGAIN	1142	26
BEND2	1143	4
BEND3	1144	21
BEND4	1145	14
BEND5	1146	46
BEND7	1147	11
BEST1	1148	5
BEST2	1149	7
BEST3	1150	9
BEST4	1151	7
BET1	1152	7
BET1L	1153	7
BET3L	1154	8
BEX2	1155	7
BEX5	1156	4
BFAR	1157	17
BFSP1	1158	7
BFSP2	1159	8
BGN	1160	10
BHLHB2	1161	9
BHLHB9	1162	4
BHLHE23	1163	12
BHLHE41	1164	11
BICC1	1165	13
BICD1	1166	27
BICD2	1167	24
BID	1168	12
BIN1	1169	24
BIN2	1170	4
BIN3	1171	6
BIRC3	1172	12
BIRC5	1173	6
BIRC6	1174	17
BIRC7	1175	4
BLADQB	1176	5
BLCAP	1177	21
BLES03	1178	7
BLK	1179	12
BLM	1180	14
BLMH	1181	13
BLNK	1182	13
BLOC1S1	1183	15
BLOC1S2	1184	3
BLOC1S3	1185	3
BLVRA	1186	8
BLVRB	1187	7
BLZF1	1188	1
BMF	1189	6
BMP1	1190	30
BMP2	1191	10
BMP3	1192	6
BMP4	1193	17
BMP5	1194	8
BMP6	1195	63
BMP7	1196	22
BMP8B	1197	18
BMPER	1198	22
BMPR2	1199	6
BMS1	1200	11
BMX	1201	16
BNC1	1202	10
BNC2	1203	43
BNIP1	1204	26
BNIP2	1205	9
BNIP3	1206	8
BNIP3L	1207	11
BNIPL	1208	2
BOC	1209	5
BOD1L	1210	30
BOK	1211	11
BoLA	1212	5
BOLA	1213	8
BOLA1	1214	16
BOLA3	1215	15
BOLADOB	1216	6
BOLADRB2	1217	8
BoLADRB3	1218	1
BOLAN	1219	2
BOLL	1220	14
BOP1	1221	17
BOSTAUV1R412	1222	3
BOSTAUV1R425	1223	2
BOSTAUV1R426	1224	10
BOSTAUV1R428	1225	1
BOSTAUV1R434	1226	2
BOTAT2R10B	1227	1
BPGM	1228	12
BPI	1229	34
BPIL1	1230	11
BPIL2	1231	9
BPNT1	1232	6
BPTF	1233	9
BRAF	1234	26
BRAP	1235	19
BRCA1	1236	2
BRCC3	1237	6
BRD2	1238	11
BRD3	1239	27
BRD4	1240	29
BRD7	1241	18
BRD8	1242	6
BRD9	1243	20
BRE	1244	69
BREH1	1245	19
BRI3	1246	12
BRI3BP	1247	8
BRIX1	1248	9
BRMS1L	1249	16
BRP44	1250	4
BRP44L	1251	3
BRPF1	1252	15
BRPF3	1253	31
BRSK1	1254	28
BRSK2	1255	28
BRUNOL4	1256	201
BRUNOL6	1257	9
BRWD1	1258	22
BRWD3	1259	14
bsc1	1260	1
BSCL2	1261	12
BSDC1	1262	5
BSG	1263	14
BSPRY	1264	5
BST1	1265	8
BST2	1266	7
BSX	1267	8
BTAF1	1268	10
BTBD1	1269	23
BTBD11	1270	18
BTBD12	1271	24
BTBD16	1272	13
BTBD19	1273	9
BTBD3	1274	28
BTBD6	1275	9
BTBD7	1276	16
BTBD8	1277	7
BTBD9	1278	37
BTC	1279	13
BTD	1280	24
BTF3	1281	4
BTF3L4	1282	9
BTG1	1283	7
BTG2	1284	6
BTG3	1285	6
BTK	1286	12
BTN1A1	1287	5
BTN2A2	1288	10
BTNL2	1289	4
BTNL9	1290	2
BTRC	1291	26
BUB1	1292	7
BUB1B	1293	14
BUB3	1294	16
BUD13	1295	17
BUD31	1296	9
BYSL	1297	6
BZRAP1	1298	23
BZW1	1299	5
BZW2	1300	1
C10H11ORF46	1301	11
C10H14ORF1	1302	3
C10H14ORF166	1303	5
C10H14ORF169	1304	1
C10H14orf179	1305	26
C10H14orf37	1306	8
C10H14orf38	1307	13
C10H14ORF93	1308	17
C10H15orf23	1309	5
C10H15orf24	1310	2
C10H15orf41	1311	37
C10H15orf43	1312	5
C10H15orf44	1313	20
C10orf107	1314	4
C11H2orf39	1315	6
C11H2orf42	1316	13
C11H2orf56	1317	2
C11H2ORF64	1318	3
C11H2ORF7	1319	5
C11H9ORF116	1320	9
C11H9ORF142	1321	2
C11H9orf16	1322	3
C11H9ORF78	1323	12
C11H9ORF9	1324	3
C11HXORF26	1325	4
C12H13orf16	1326	12
C12H13ORF26	1327	10
C12H13orf27	1328	7
C12H13orf30	1329	5
C12orf10	1330	12
C13H10ORF38	1331	14
C13H10ORF97	1332	3
C13H20ORF108	1333	10
C13H20ORF11	1334	8
C13H20ORF118	1335	10
C13H20ORF12	1336	4
C13H20orf135	1337	3
C13H20orf195	1338	8
C13H20ORF27	1339	10
C13H20orf30	1340	5
C13H20orf4	1341	13
